belong,title,url,category,sub_category
Best Seller,Wear to Work,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Wear-Work-Pants-Capris/zgbs/fashion/11300429011/ref=zg_bs_nav_6_11300427011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Pants"
Best Seller,Panties,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Panties/zgbs/fashion/11300493011/ref=zg_bs_nav_7_11300488011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Lingerie, Sleep & Lounge/Lingerie"
Best Seller,Bras,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Bras/zgbs/fashion/11300489011/ref=zg_bs_nav_7_11300488011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Lingerie, Sleep & Lounge/Lingerie"
Best Seller,Casual,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Casual-Pants-Capris/zgbs/fashion/11300428011/ref=zg_bs_nav_6_11300427011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Pants"
Best Seller,Briefs,https://www.amazon.com/Best-Sellers-Juniors-Briefs/zgbs/fashion/9650201011/ref=zg_bs_nav_7_9650198011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Panties"
Best Seller,Bikinis,https://www.amazon.com/Best-Sellers-Juniors-Bikini-Panties/zgbs/fashion/9650199011/ref=zg_bs_nav_7_9650198011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Panties"
Best Seller,"G-Strings, Thongs & Tangas",https://www.amazon.com/Best-Sellers-Juniors-String-Thong-Panties/zgbs/fashion/9650202011/ref=zg_bs_nav_7_9650198011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Panties"
Best Seller,Waist Cinchers,https://www.amazon.com/Best-Sellers-Juniors-Shapewear-Waist-Cinchers/zgbs/fashion/9650215011/ref=zg_bs_nav_7_9650207011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Shapewear"
Best Seller,Bodysuits,https://www.amazon.com/Best-Sellers-Juniors-Shapewear-Bodysuits/zgbs/fashion/9650208011/ref=zg_bs_nav_7_9650207011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Shapewear"
Best Seller,Tops,https://www.amazon.com/Best-Sellers-Juniors-Shapewear-Tops/zgbs/fashion/9650214011/ref=zg_bs_nav_7_9650207011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Shapewear"
Best Seller,Thigh Slimmers,https://www.amazon.com/Best-Sellers-Juniors-Shapewear-Thigh-Slimmers/zgbs/fashion/9650213011/ref=zg_bs_nav_7_9650207011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Shapewear"
Best Seller,Full Slips,https://www.amazon.com/Best-Sellers-Full-Slips/zgbs/fashion/9650217011/ref=zg_bs_nav_7_9650216011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Slips"
Best Seller,Control Panties,https://www.amazon.com/Best-Sellers-Juniors-Shapewear-Control-Panties/zgbs/fashion/9650209011/ref=zg_bs_nav_7_9650207011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Lingerie, Sleep & Lounge/Lingerie/Shapewear"
Best Seller,Casual,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Casual-Shorts/zgbs/fashion/11300437011/ref=zg_bs_nav_6_11300435011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Shorts"
Best Seller,Dress,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Dress-Shorts/zgbs/fashion/11300436011/ref=zg_bs_nav_6_11300435011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Shorts"
Best Seller,Bikinis,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Bikini-Swimsuits/zgbs/fashion/11300465011/ref=zg_bs_nav_6_11300464011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Swimsuits & Cover Ups"
Best Seller,Fashion Hoodies & Sweatshirts,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fashion-Hoodies-Sweatshirts/zgbs/fashion/11300423011/ref=zg_bs_nav_5_11300395011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing"
Best Seller, Sweaters,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Sweaters/zgbs/fashion/11300418011/ref=zg_bs_nav_5_11300395011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing"
Best Seller, Tops & Tees,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Tops-Tees/zgbs/fashion/11300408011/ref=zg_bs_nav_5_11300395011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing"
Best Seller,Pumps,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Pumps/zgbs/fashion/11300658011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Outdoor,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Outdoor-Shoes/zgbs/fashion/11300644011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller, Dresses,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Dresses/zgbs/fashion/11300396011/ref=zg_bs_nav_5_11300395011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing"
Best Seller,Mules & Clogs,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Mules-Clogs/zgbs/fashion/11300643011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Loafers & Slip-Ons,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Loafers-Slip-Ons/zgbs/fashion/11300642011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Flats,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Flats/zgbs/fashion/11300637011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Fashion Sneakers,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fashion-Sneakers/zgbs/fashion/11300636011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Boots,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Boots/zgbs/fashion/11300635011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller,Athletic,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Athletic-Shoes/zgbs/fashion/11300592011/ref=zg_bs_nav_5_11300591011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Shoes"
Best Seller, Necklaces,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Necklaces/zgbs/fashion/11300700011/ref=zg_bs_nav_5_11300669011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry"
Best Seller, Earrings,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Earrings/zgbs/fashion/11300690011/ref=zg_bs_nav_5_11300669011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry"
Best Seller, Charms & Charm Bracelets,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Charms-Charm-Bracelets/zgbs/fashion/11300681011/ref=zg_bs_nav_5_11300669011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry"
Best Seller, Bracelets,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Bracelets/zgbs/fashion/11300671011/ref=zg_bs_nav_5_11300669011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry"
Best Seller,Wristlets,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Wristlet-Handbags/zgbs/fashion/11300728011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller,Top-Handle Bags,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Top-Handle-Handbags/zgbs/fashion/11300727011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller,Pullovers,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Pullover-Sweaters/zgbs/fashion/11300420011/ref=zg_bs_nav_6_11300418011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Sweaters"
Best Seller,Tunics,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Tunics/zgbs/fashion/11300416011/ref=zg_bs_nav_6_11300408011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees"
Best Seller,Tanks & Camis,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Tanks-Camis/zgbs/fashion/11300415011/ref=zg_bs_nav_6_11300408011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees"
Best Seller,Knits & Tees,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Knits-Tees/zgbs/fashion/11300413011/ref=zg_bs_nav_6_11300408011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees"
Best Seller,Wedding Party,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Wedding-Bridal-Party-Dresses/zgbs/fashion/11300404011/ref=zg_bs_nav_6_11300396011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Dresses"
Best Seller,Wear to Work,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Wear-Work-Dresses/zgbs/fashion/11300398011/ref=zg_bs_nav_6_11300396011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Dresses"
Best Seller,Casual,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Casual-Dresses/zgbs/fashion/11300397011/ref=zg_bs_nav_6_11300396011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Dresses"
Best Seller, Blouses & Button-Down Shirts,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Blouses-Button-Down-Shirts/zgbs/fashion/11300409011/ref=zg_bs_nav_6_11300408011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees"
Best Seller,Cardigans,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Cardigans/zgbs/fashion/11300419011/ref=zg_bs_nav_6_11300418011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Sweaters"
Best Seller,Shoulder Bags,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Shoulder-Bags/zgbs/fashion/11300726011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller,Y-Necklaces,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Necklaces/zgbs/fashion/11300712011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Stud,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Stud-Earrings/zgbs/fashion/11300698011/ref=zg_bs_nav_6_11300690011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Earrings"
Best Seller,Evening Bags,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Evening-Handbags/zgbs/fashion/11300724011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller,Charms,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Jewelry-Charms/zgbs/fashion/11300686011/ref=zg_bs_nav_6_11300681011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Charms & Charm Bracelets"
Best Seller,Wrap,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Wrap-Bracelets/zgbs/fashion/11300679011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Tennis,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Tennis-Bracelets/zgbs/fashion/11300678011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Stretch,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Stretch-Bracelets/zgbs/fashion/11300677011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Strand,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Strand-Bracelets/zgbs/fashion/11300676011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Link,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Link-Bracelets/zgbs/fashion/11300675011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Cuff,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Cuff-Bracelets/zgbs/fashion/11300673011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Bangle,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Bangle-Bracelets/zgbs/fashion/11300672011/ref=zg_bs_nav_6_11300671011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Bracelets"
Best Seller,Charm Bracelets,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Charm-Bracelets/zgbs/fashion/11300682011/ref=zg_bs_nav_6_11300681011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Charms & Charm Bracelets"
Best Seller,Drop & Dangle,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Drop-Dangle-Earrings/zgbs/fashion/11300695011/ref=zg_bs_nav_6_11300690011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Earrings"
Best Seller,Hoop,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Hoop-Earrings/zgbs/fashion/11300697011/ref=zg_bs_nav_6_11300690011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Earrings"
Best Seller,Button-Down Shirts,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Button-Down-Shirts/zgbs/fashion/11300411011/ref=zg_bs_nav_7_11300409011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees/Blouses & Button-Down Shirts"
Best Seller,Blouses,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Blouses/zgbs/fashion/11300410011/ref=zg_bs_nav_7_11300409011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Clothing/Tops & Tees/Blouses & Button-Down Shirts"
Best Seller,Clip-Ons,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Clip-Earrings/zgbs/fashion/11300692011/ref=zg_bs_nav_6_11300690011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Earrings"
Best Seller,Strands,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Strand-Necklaces/zgbs/fashion/11300710011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Pendants,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Pendants/zgbs/fashion/11300707011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Pearl Strands,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Pearl-Strand-Necklaces/zgbs/fashion/11300705011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Collars,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Collar-Necklaces/zgbs/fashion/11300703011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Chokers,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Choker-Necklaces/zgbs/fashion/11300702011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Chains,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Fine-Chain-Necklaces/zgbs/fashion/11300701011/ref=zg_bs_nav_6_11300700011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Jewelry/Necklaces"
Best Seller,Cross-Body Bags,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Cross-Body-Handbags/zgbs/fashion/11300723011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller,Clutches,https://www.amazon.com/Best-Sellers-Womens-Contemporary-Designer-Clutch-Handbags/zgbs/fashion/11300722011/ref=zg_bs_nav_5_11300721011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Contemporary & Designer/Handbags & Wallets"
Best Seller, Pants,https://www.amazon.com/Best-Sellers-Juniors-Pants/zgbs/fashion/9650231011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller,Jeans,https://www.amazon.com/Best-Sellers-Juniors-Jeans/zgbs/fashion/9650178011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller,Fashion Hoodies & Sweatshirts,https://www.amazon.com/Best-Sellers-Juniors-Fashion-Hoodies-Sweatshirts/zgbs/fashion/9650175011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller, Tops & Tees,https://www.amazon.com/Best-Sellers-Juniors-Tops-Tees/zgbs/fashion/9650277011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller, Dresses,https://www.amazon.com/Best-Sellers-Juniors-Dresses/zgbs/fashion/9650170011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller, Sweaters,https://www.amazon.com/Best-Sellers-Juniors-Sweaters/zgbs/fashion/9650260011/ref=zg_bs_nav_4_7581674011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors"
Best Seller,Tights & Hosiery,https://www.amazon.com/Best-Sellers-Maternity-Tights-Hosiery/zgbs/fashion/1285246011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Blazers & Suit Jackets,https://www.amazon.com/Best-Sellers-Maternity-Blazers-Suit-Jackets/zgbs/fashion/2349107011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Outerwear & Coats,https://www.amazon.com/Best-Sellers-Maternity-Outerwear/zgbs/fashion/1285238011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller, Intimates,https://www.amazon.com/Best-Sellers-Maternity-Intimate-Apparel/zgbs/fashion/1285230011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Sleep & Lounge,https://www.amazon.com/Best-Sellers-Maternity-Sleepwear/zgbs/fashion/1285245011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller, Swim,https://www.amazon.com/Best-Sellers-Maternity-Swimwear/zgbs/fashion/1285249011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Active,https://www.amazon.com/Best-Sellers-Maternity-Activewear/zgbs/fashion/2379251011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller, Shorts,https://www.amazon.com/Best-Sellers-Maternity-Shorts/zgbs/fashion/1285243011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller, Pants & Capris,https://www.amazon.com/Best-Sellers-Maternity-Pants-Capris/zgbs/fashion/1285239011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller, Skirts,https://www.amazon.com/Best-Sellers-Maternity-Skirts/zgbs/fashion/1285244011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Jeans,https://www.amazon.com/Best-Sellers-Maternity-Jeans/zgbs/fashion/1285237011/ref=zg_bs_nav_4_7581675011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity"
Best Seller,Night Out & Special Occasion,https://www.amazon.com/Best-Sellers-Juniors-Night-Out-Pants-Capris/zgbs/fashion/9650233011/ref=zg_bs_nav_5_9650231011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Pants"
Best Seller,Wear to Work,https://www.amazon.com/Best-Sellers-Juniors-Wear-Work-Pants-Capris/zgbs/fashion/9650234011/ref=zg_bs_nav_5_9650231011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Pants"
Best Seller,Casual,https://www.amazon.com/Best-Sellers-Juniors-Casual-Pants-Capris/zgbs/fashion/9650232011/ref=zg_bs_nav_5_9650231011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Pants"
Best Seller,Vests,https://www.amazon.com/Best-Sellers-Juniors-Fashion-Vests/zgbs/fashion/9650286011/ref=zg_bs_nav_5_9650277011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Tops & Tees"
Best Seller,Prom & Homecoming,https://www.amazon.com/Best-Sellers-Prom-Homecoming-Dresses/zgbs/fashion/11006705011/ref=zg_bs_nav_5_9650170011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Clothing/Dresses"
Best Seller,Shrugs,https://www.amazon.com/Best-Sellers-Juniors-Shrug-Sweaters/zgbs/fashion/9650263011/ref=zg_bs_nav_5_9650260011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Sweaters"
Best Seller,Pullovers,https://www.amazon.com/Best-Sellers-Juniors-Pullover-Sweaters/zgbs/fashion/9650262011/ref=zg_bs_nav_5_9650260011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Sweaters"
Best Seller,Cardigans,https://www.amazon.com/Best-Sellers-Juniors-Cardigans/zgbs/fashion/9650261011/ref=zg_bs_nav_5_9650260011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Sweaters"
Best Seller,Wear to Work,https://www.amazon.com/Best-Sellers-Juniors-Wear-Work-Dresses/zgbs/fashion/9650174011/ref=zg_bs_nav_5_9650170011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Juniors/Dresses"
Best Seller,Belly Bands,https://www.amazon.com/Best-Sellers-Maternity-Belly-Bands/zgbs/fashion/1285232011/ref=zg_bs_nav_5_1285230011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity/Intimates"
Best Seller,Panties,https://www.amazon.com/Best-Sellers-Maternity-Panties/zgbs/fashion/1285236011/ref=zg_bs_nav_5_1285230011,"Clothing, Shoes & Jewelry","Clothing, Shoes & Jewelry/Women/Shops/Maternity/Intimates"
